工单号,工作要点说明,工单状态,设备编码,车型-列车号,工作班组编码,工作班组名称,工单类型,故障时间,完工时间,修理时间(分钟),计划工时,故障信息来源,系统功能,子项功能,底层功能,故障描述,故障影响,纠正措施,故障情况,处理情况,车辆原因,扣修,扣修天数,晚点分钟,中途晚点分钟,晚点有责
5495958,司机室空调出风口损坏,结束,12A02-1250,12A02-1250,RS-12-06,维修四部（12#）检修二班,故障修工单,2022-10-02-08.30.00,2022-10-02-15.00.00,390,1,维修六部,空调,司机室空调,可调送风口,损坏,不影响运营,已更换,工作令号:金均-2022-10-42 1250# 122951 司机室右侧三个空调出风口损坏。,2022-10-2 更换新的司机室出风口后，功能正常。（该备件由供应商提供） 出风口规格：334-220-0016 物料代码：287078318,Y,N,,,,
5495515,0车门防夹故障,结束,12A01-1239,12A01-1239,RS-12-02,维修四部（12#）日检二组,故障修工单,2022-10-01-19.56.00,2022-10-01-23.00.00,184,1,总调-OCC,车门,通道门,,故障,不影响运营,查无原因,工作令号:十二临-2022-10-1 1239# 122323 19:56 虹梅路站下行M2车10门，车门防夹故障。（OA）,2022-10-1 列车回库后上车检查，下载M2车的10门门控器故障记录为关门障碍物检测故障（代码09）。观看视频录像为车门关闭时夹到异物，后由乘客取出。回库后，检查车门尺寸和功能均正常，多次开关门，列车正常。,N,N,,,,
5495221,座椅下方电加热盖板方孔锁坏,结束,12A01-1224,12A01-1224,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-10-01-17.10.57,2022-10-01-16.00.33,-70,1,维修六部,空调,客室加热器,,故障,不影响运营,已更换,工作令号:金均-2022-10-2 1224# 121402 客室8门-10门之间座椅下方电加热盖板锁不住.,2022-10-1 更换一个新的方孔锁以后，故障消失列车正常 JV:12A01-C-00179 该工单实际开始时间为2022/10/1 15:00:00 实际完成时间为2022/10/1 16:00:33,Y,N,,,,
5495214,后弓升按钮灯不亮,结束,12A01-1224,12A01-1224,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-10-01-16.59.37,2022-10-01-15.00.07,-120,1,维修六部,控制,电气控制设备,激活按钮,损坏,不影响运营,已更换,工作令号:金均-2022-10-2 1224# 121441 TC2司机室后弓升按钮灯不亮.,2022-10-1 更换一个新的按钮后，故障消失列车正常. JV:12A01-I-02562 该工单实际开始时间为2022/10/1 14:00:00 完成时间为2022/10/1 15:00:07,Y,N,,,,
5495199,蓝牙电池电量低,结束,12A01-1224,12A01-1224,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-10-01-13.00.00,2022-10-01-14.00.09,60,1,维修六部,车体,车内设备,,故障,不影响运营,已更换,工作令号:金均-2022-10-2 1224# 121432 MP2车电子蓝牙标签电池电量低于33%。,2022-10-1 更换一节新电池后恢复正常。,Y,N,,,,
5490199,12A01均衡修10,结束,12A01-1220,12A01-1220,RS-12-06,维修四部（12#）检修二班,计划修工单,2022-10-01-12.00.00,2022-10-01-16.00.00,450,14,,,,,,,, 工作令号： 金均-2022-10-1,1220#均衡修10按规定完成各项作业，列车上试车线正常，动调完成。 1220# 121183 二位端EP2002底座BSR测试口漏气(1个)详见子工单号：5495128 1220# 121201 HMI显示HAVC TC2-车主控制器暂停。详见子工单号：5495126 暂不领用辅料包,N,N,,,,
5490200,12A01均衡修10,结束,12A01-1224,12A01-1224,RS-12-07,维修四部（12#）检修三班,计划修工单,2022-10-01-12.00.00,2022-10-01-17.27.14,506,14,,,,,,,, 工作令号： 金均-2022-10-2,1224#均修10按规定完成各项作业，列车完成调道车况正常。 1224# 121441 TC2司机室后弓升按钮灯不亮.详见故障报单：5495214 1224# 121402 客室8门-10门之间座椅下方电加热盖板锁不住.详见故障报单：5495221 1224# 121432 MP2车电子蓝牙标签电池电量低于33%。详见故障报单：5495199 暂不领用辅料包,N,N,,,,
5490201,12A03均衡修10,结束,12A03-12064,12A03-12064,RS-12-10,维修四部（12#）检修六班,计划修工单,2022-10-01-12.00.00,2022-10-01-17.30.00,540,14,,,,,,,, 工作令号： 金均-2022-10-57,12064# 均10修按规定完成各项作业，列车上试车线正常，动调完成。 12064#123802 受电弓碳棒厚度接近极限值. 详见子工单号：5495123 12064# 123841 3~5门动态地图显示有黑角。 详见子工单号：5495125 暂未领用辅料包,N,N,,,,
5495125,动态地图显示有黑角,结束,12A03-12064,12A03-12064,RS-12-10,维修四部（12#）检修六班,故障修工单,2022-10-01-10.00.00,2022-10-01-11.00.00,60,1,维修六部,乘客信息（PIS）,广播,,故障,不影响运营,已更换,工作令号:金均-2022-10-57 12064# 123841 3~5门动态地图显示有黑角。,2022-10-1 更换3~5门动态地图后正常,Y,N,,,,
5495123,受电弓碳棒厚度接近极限值,结束,12A03-12064,12A03-12064,RS-12-10,维修四部（12#）检修六班,故障修工单,2022-10-01-09.00.00,2022-10-01-10.00.00,60,1,维修六部,牵引,受流设备,,故障,不影响运营,已更换,工作令号:金均-2022-10-57 12064#123802 受电弓碳棒厚度接近极限值,2022-10-1 更换四根新碳棒后功能正常。,Y,N,,,,
5495126,HAVC TC2-车主控制器暂停,结束,12A01-1220,12A01-1220,RS-12-06,维修四部（12#）检修二班,故障修工单,2022-10-01-08.30.00,2022-10-01-15.00.00,390,1,维修六部,空调,空调电气控制,,故障,不影响运营,已更换,工作令号:金均-2022-10-1 1220# 121201 HMI显示HAVC TC2-车主控制器暂停。,2022-10-1 经检查，更换TC2控制器PC3010后，故障消失，列车正常。(该备件由自备仓库提供。零部件名称:控制器（PC3010） 旧件:7020100041 新件:7020100104) （12A01-F-00095-R）,Y,N,,,,
5495128,EP2002底座BSR测试口漏气,结束,12A01-1220,12A01-1220,RS-12-06,维修四部（12#）检修二班,故障修工单,2022-10-01-08.30.00,2022-10-01-14.00.00,330,1,维修六部,制动,制动电气控制系统,,故障,不影响运营,已更换,工作令号:金均-2022-10-1 1220# 121183 二位端EP2002底座BSR测试口漏气(1个),2022-10-1 更换测试装置后，EP2002底座不漏气(该备件由自备仓库提供) 扭力 15Nm 扭力扳手编号:228627 12A01-P-02861,Y,N,,,,
5494757,同一轮对轮径偏差大于2mm,结束,12A02-1256,12A02-1256,RS-12-08,维修四部（12#）检修四班,故障修工单,2022-10-01-08.30.00,2022-10-05-12.00.00,5970,1,维修六部,转向架,轮对轴箱装置,轮对,轮径尺寸超标,不影响运营,已修理,工作令号:金镟-2022-10-1 1256# 123311车同一轮对轮径偏差大于2mm（四轴） 123322车同一轮对轮径偏差大于2mm（四轴） 123333车同一轮对轮径偏差大于2mm（一轴） 123343车同一轮对轮径偏差大于2mm（四轴） 123352车同一轮对轮径偏差大于2mm（二轴） 123361车同一轮对轮径偏差大于2mm（四轴）,2022-10-5 六节车都已选用30号模版进行镟轮，并符合均衡修规程要求，上试车线测试后，列车正常。,N,Y,5,,,
5494661,日光灯不亮,结束,12A01-1232,12A01-1232,RS-12-04,维修四部（12#）日检四组,故障修工单,2022-09-30-20.00.00,2022-09-30-22.00.00,120,1,维修六部,辅助功能,照明设备,照明组件,整流器损坏,不影响运营,已更换,工作令号:十二日-2022-09-30 1232# 121921 TC2 6门左侧日光灯不亮。,2022-9-30 更换镇流器（短）后照明正常。（备件来自金桥基地自备仓库）,Y,N,,,,
5494665,ACM和MCM故障,结束,12A02-1249,12A02-1249,RS-12-04,维修四部（12#）日检四组,故障修工单,2022-09-30-20.00.00,2022-09-30-22.00.00,120,1,维修六部,辅助供电,辅助逆变器控制单元,,故障,不影响运营,已更换,工作令号:十二日-2022-09-30 1249# 122913 南京西路下行 16:24 M1车ACM和MCM故障。,2022-09-30 列车回库检查为M1车PA箱外部风扇全速运行故障，由半速继电器辅助触点卡滞导致。更换半速继电器辅助接触块后，进行PA箱外部风扇全半速运行测试正常，列车正常。（备件来自金桥基地自备仓库）,Y,N,,,,
5494444,齿轮箱油混浊,结束,12A01-1216,12A01-1216,RS-12-05,维修四部（12#）检修一班,故障修工单,2022-09-30-14.00.00,2022-09-30-15.00.00,60,1,维修六部,转向架,齿轮传动装置,,故障,不影响运营,已更换,工作令号:金均-2022-9-41 1216# 120933 四轴齿轮油混浊。,2022-9-30 更换新的齿轮油及两个组合密封圈后正常。 扭力扳手：292265 扭力值：80NM JV:12A01-B-00087,Y,N,,,,
5494182,司机室空调低压故障,结束,12A01-1216,12A01-1216,RS-12-05,维修四部（12#）检修一班,故障修工单,2022-09-30-13.00.00,2022-09-30-14.00.00,60,1,维修六部,空调,司机室空调,,故障,不影响运营,已更换,工作令号:金均-2022-9-41 1216# 120911 司机室空调低压故障。,2022-9-30 更换新的司机室空调总成后正常。 扭力值：80NM 47NM 扭力扳手：263119 零部件名称:司机室空调总成 旧件序列号：2013034 新件序列号：2012025 JV:12A01-A-00092-R,Y,N,,,,
5467071,12A01均衡修9,结束,12A01-1216,12A01-1216,RS-12-05,维修四部（12#）检修一班,计划修工单,2022-09-30-12.00.00,2022-09-30-20.00.00,510,14,,,,,,,, 工作令号：金均-2022-9-41,1222#均修9按规定完成各项作业，列车上试车线正常，动调完成。 1216# 120911 司机室空调低压故障。详见故障报单：5494182 1216# 120933 四轴齿轮油混浊。详见故障报单：5494444 暂不领用辅料包。,N,N,,,,
5489557,12A02均衡修9,结束,12A02-1244,12A02-1244,RS-12-06,维修四部（12#）检修二班,计划修工单,2022-09-30-12.00.00,2022-09-30-19.00.00,540,14,,,,,,,, 工作令号：金均-2022-9-56,1244#均修9按规定完成各项作业，列车上试车线正常，动调完成。 1244# 全列车灭火器有20个即将过期。详见子工单号：5494082 1244# 122602 受电弓第一根碳滑板厚度达到更换标准。详见子工单号：5494062 暂不领用辅料包,N,N,,,,
5494062,受电弓碳滑板厚度达到更换标准,结束,12A02-1244,12A02-1244,RS-12-06,维修四部（12#）检修二班,故障修工单,2022-09-30-10.00.00,2022-09-30-15.00.00,300,1,维修六部,牵引,受流设备,受电弓碳滑板,尺寸超标,不影响运营,已更换,工作令号:金均-2022-9-56 1244# 122632 受电弓第一根碳滑板厚度达到更换标准。,2022-9-30 更换四根新的碳滑条后，受电弓正常。(该备件由自备仓库提供) 扭力：16Nm 扭力扳手编号：258819· 12A02-R-80234,Y,N,,,,
5494082,全列车灭火器即将过期,结束,12A02-1244,12A02-1244,RS-12-06,维修四部（12#）检修二班,故障修工单,2022-09-30-10.00.00,2022-09-30-14.00.00,240,1,维修六部,车体,车内设备,灭火器设备,过期,不影响运营,已更换,工作令号:金均-2022-9-56 1244# 全列车灭火器有20个即将过期。,2022-9-30 更换灭火器后，列车正常。 12A02-C-80078,Y,N,,,,
5491995,蓝牙电子标签电量低,结束,12A01-1222,12A01-1222,RS-12-05,维修四部（12#）检修一班,故障修工单,2022-09-29-13.00.00,2022-09-29-14.00.00,60,1,维修六部,车体,车内设备,,故障,不影响运营,已更换,工作令号:金均-2022-9-39 1222# 121271 121293 蓝牙电子标签电量低。,2022-9-29 更换2个电池后正常。,Y,N,,,,
5467068,12A01均衡修9,结束,12A01-1222,12A01-1222,RS-12-05,维修四部（12#）检修一班,计划修工单,2022-09-29-12.00.00,2022-09-29-20.00.00,510,14,,,,,,,, 工作令号：金均-2022-9-39,1222#均修9按规定完成各项作业，列车上试车线正常，动调完成。 1222# 121271 121293 蓝牙电子标签电量低。详见故障报单：5491995 暂不领用辅料包。,N,N,,,,
5467069,12A01均衡修9,结束,12A01-1232,12A01-1232,RS-12-06,维修四部（12#）检修二班,计划修工单,2022-09-29-12.00.00,2022-09-29-19.00.00,540,14,,,,,,,, 工作令号：金均-2022-9-40,1232#均修9按规定完成各项作业，列车上试车线正常，动调完成。 1232# 121871 司机室LCD监控屏无法进入系统。详见子工单号：5491726 1232# 121871 双针压力表背景灯不亮。详见子工单号：5491788 暂不领用辅料包,N,N,,,,
5491726,LCD监控屏无法进入系统,结束,12A01-1232,12A01-1232,RS-12-06,维修四部（12#）检修二班,故障修工单,2022-09-29-10.00.00,2022-09-29-14.00.00,240,1,维修六部,乘客信息（PIS）,视频监控系统,,故障,不影响运营,已更换,工作令号:金均-2022-9-40 1232# 121871 司机室LCD监控屏无法进入系统。,2022-9-29 更换媒体服务器后，监控显示正常。(该备件由自备仓库提供。零部件名称:媒体服务器 旧件:900013 新件:100001) 12A01-I-00145,Y,N,,,,
5491788,双针压力表背景灯不亮,结束,12A01-1232,12A01-1232,RS-12-06,维修四部（12#）检修二班,故障修工单,2022-09-29-10.00.00,2022-09-29-15.00.00,300,1,维修六部,车体,司机室,双针压力表,背景灯坏,不影响运营,已更换,工作令号:金均-2022-9-40 1232# 121871 双针压力表背景灯不亮。,2022-9-29 更换背景灯灯泡后功能正常。(该备件由自备仓库提供) 12A01-I-00109,Y,N,,,,
5491964,牵引安全故障,结束,12A01-1241,12A01-1241,RS-12-04,维修四部（12#）日检四组,故障修工单,2022-09-29-09.00.00,2022-09-29-11.00.00,120,1,维修六部,控制,电气控制设备,激活按钮,行程开关损坏,不影响运营,已更换,工作令号:十二日-2022-09-29 1241# 122461 列车线路牵引安全故障。,"2022-9-29 上车检查发现TC2司机室右侧开门按钮08S02的23,24触点存在卡滞现象。导致给道通号错误开门信号，进而导致列车无法牵引。更换该开门按钮转换开关后多次测试，列车功能正常。（备件来自金桥基地自备仓库）",Y,N,,,,
5490110,灭火器过期,结束,12A02-1243,12A02-1243,RS-12-05,维修四部（12#）检修一班,故障修工单,2022-09-28-14.00.00,2022-09-28-15.00.00,60,1,维修六部,车体,车内设备,灭火器设备,过期,不影响运营,已更换,工作令号:金均-2022-9-55 1243# 全列车共有17个灭火器有效期过期。,2022-9-28 更换17个新的灭火器后正常。 JV:12A02-C-80078,Y,N,,,,
5490109,电子导乘屏花屏,结束,12A02-1243,12A02-1243,RS-12-05,维修四部（12#）检修一班,故障修工单,2022-09-28-13.00.00,2022-09-28-14.00.00,60,1,维修六部,乘客信息（PIS）,媒体播放系统,,故障,不影响运营,已更换,工作令号:金均-2022-9-55 1243# 122572 2门4门之间电子导乘屏花屏。,2022-9-28 更换MP2 2-4门电子导乘屏后显示恢复正常。,Y,N,,,,
5467061,12A02均衡修9,结束,12A02-1243,12A02-1243,RS-12-05,维修四部（12#）检修一班,计划修工单,2022-09-28-12.00.00,2022-09-28-20.00.00,510,14,,,,,,,, 工作令号：金均-2022-9-55,1243#均修9按规定完成各项作业，列车上试车线正常，动调完成。 1243# 122572 2门4门之间电子导乘屏花屏。详见故障报单：5490109 1243# 全列车共有17个灭火器有效期过期。详见故障报单：5490110 暂不领用辅料包。,N,N,,,,
5467063,12A01均衡修9,结束,12A01-1221,12A01-1221,RS-12-07,维修四部（12#）检修三班,计划修工单,2022-09-28-12.00.00,2022-09-28-19.00.58,530,14,,,,,,,, 工作令号：金均-2022-9-38,1221#均修9按规定完成各项作业，列车上试车线正常，动调完成。 1221# 121233 M1车客室一位端弓型板螺丝保护盖缺失2个。详见故障报单：5489940 1221# 121261 TC2司机室速度表背景灯不亮。详见故障报单：5489958 暂不领用辅料包,N,N,,,,
5467066,12A03均衡修9,结束,12A03-12072,12A03-12072,RS-12-10,维修四部（12#）检修六班,计划修工单,2022-09-28-12.00.00,2022-09-28-19.00.00,540,14,,,,,,,, 工作令号：金均-2022-9-75,12072#均9修按规定完成各项作业，列车上试车线正常，动调完成。 暂未领用辅料包,N,N,,,,
5489940,弓型板保护盖缺失,结束,12A01-1221,12A01-1221,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-09-28-11.00.00,2022-09-28-14.00.00,180,1,维修六部,车体,车体结构,,故障,不影响运营,已修理,工作令号:金均-2022-9-38 1221# 121233 M1车客室一位端弓型板螺丝保护盖缺失2个。,2022-9-28 安装二个新的螺丝保护盖后正常。 备件编码：12A010101010 JV码：12A01-C-02066,Y,N,,,,
5489958,速度表背景灯不亮,结束,12A01-1221,12A01-1221,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-09-28-11.00.00,2022-09-28-14.00.00,180,1,维修六部,车体,司机室,速度表,背景灯坏,不影响运营,已更换,工作令号:金均-2022-9-38 1221# 121261 TC2司机室速度表背景灯不亮。,2022-9-28 更换一个新的背景灯灯珠后，列车正常。 备件编号：134000033 JV码：12A01-I-00108,Y,N,,,,
5488679,司机室高速合按钮坏,结束,12A01-1239,12A01-1239,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-09-27-15.00.00,2022-09-27-17.00.00,120,1,维修六部,控制,电气控制设备,,故障,不影响运营,已更换,工作令号:金均-2022-9-37 1239# 122341 TC2司机室高速合按钮损坏。,2022-9-27 更换一个新的按钮后，恢复正常。 备件编号：12A011303049 JV码：12A01-I-00068,Y,N,,,,
5488695,设备柜维护灯不亮,结束,12A01-1237,12A01-1237,RS-12-05,维修四部（12#）检修一班,故障修工单,2022-09-27-14.00.00,2022-09-27-15.00.00,60,1,维修六部,辅助功能,照明设备,设备柜照明,背景灯坏,不影响运营,已更换,工作令号:金均-2022-9-30 1237# 122171 一位端左侧设备柜维护灯不亮。,2022-9-27 更换一个设备柜维护灯后正常。 JV:12A01-I-00077,Y,N,,,,
5488676,日光灯不亮,结束,12A01-1239,12A01-1239,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-09-27-14.00.00,2022-09-27-16.00.00,120,1,维修六部,辅助功能,照明设备,照明组件,36W荧光灯损坏,不影响运营,已更换,工作令号:金均-2022-9-37 1239# 122291 TC1 4门上方日光灯不亮。,2022-9-27 更换一根新的36w灯管后，恢复正常。 备件编号：12A011303013 JV码：12A01-I-00016,Y,N,,,,
5488694,LCD显示屏黑屏,结束,12A01-1237,12A01-1237,RS-12-05,维修四部（12#）检修一班,故障修工单,2022-09-27-13.00.00,2022-09-27-14.00.00,60,1,维修六部,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,已更换,工作令号:金均-2022-9-30 1237# 122193 8门处和9门处2块LCD显示器黑屏。,2022-9-27 更换2块LCD显示屏后正常。 零部件名称：LCD显示器 旧件序列号：01523 新件序列号：00801 零部件名称：LCD显示器 旧件序列号：01524 新件序列号：01493 JV:12A01-I-00294,Y,N,,,,
5488662,黄色指示灯破裂,结束,12A01-1239,12A01-1239,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-09-27-13.00.00,2022-09-27-15.00.00,120,1,维修六部,车门,客室车门电气部件,门内侧指示灯（黄）,损坏,不影响运营,已更换,工作令号:金均-2022-9-37 1239# 122302 MP1 7门黄色指示灯破裂。,2022-9-27 更换1个新的黄色指示灯后恢复正常。 备件编号：12A011303012 JV码：12A01-D-00076,Y,N,,,,
5488673,三眼射灯坏,结束,12A01-1239,12A01-1239,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-09-27-13.00.00,2022-09-27-15.00.00,120,1,维修六部,辅助功能,照明设备,贯通道照明,贯通道三芯射灯损坏,不影响运营,已更换,工作令号:金均-2022-9-37 1239# 122291 TC1 二位端右侧三眼射灯坏。,2022-9-27 更换1个新的三眼射灯后恢复正常。 备件编号：12A011303010 JV码：12A01-C-00117,Y,N,,,,
5455656,12A01均衡修9,结束,12A01-1237,12A01-1237,RS-12-05,维修四部（12#）检修一班,计划修工单,2022-09-27-12.00.00,2022-09-27-18.30.00,510,14,,,,,,,, 工作令号：金均-2022-9-30,1237#均修9按规定完成各项作业，列车上试车线正常，动调完成。 1237# 122171 一位端左侧设备柜维护灯不亮。详见故障报单：5488695 1237# 122193 8门处和9门处2块LCD显示器黑屏。详见故障报单：5488694 暂不领用辅料包。,N,N,,,,
5488654,蓝牙电池电量低,结束,12A01-1239,12A01-1239,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-09-27-12.00.00,2022-09-27-14.00.00,120,1,维修六部,车体,车内设备,,故障,不影响运营,已更换,工作令号:金均-2022-9-37 1239# 4节车蓝牙电子标签电池电量低于33%。,2022-9-27 更换4节新电池后恢复正常。 备件编号：12A011101005,Y,N,,,,
5488658,司机室水箱漏水,工作完成,12A01-1239,12A01-1239,RS-12-07,维修四部（12#）检修三班,故障修工单,2022-09-27-12.00.00,2022-09-27-14.00.00,120,1,,车体,司机室,刮雨器,附件损坏,不影响运营,已更换,工作令号:金均-2022-9-37 1239# 122341 TC2 雨刮器水箱漏水。,2022-9-27 更换2根新的水管后恢复正常。(该备件由供应商提供，物资编码暂未生成),Y,N,,,,
5467056,12A01均衡修9,工作完成,12A01-1239,12A01-1239,RS-12-07,维修四部（12#）检修三班,计划修工单,2022-09-27-12.00.00,2022-09-27-20.00.00,510,14,,,,,,,, 工作令号：金均-2022-9-37,1239#均修9按规定完成各项作业，列车上试车线正常，动调完成。 1239# 4节车蓝牙电子标签电池电量低于33%。详见故障报单：5488654 1239# 122341 TC2 雨刮器水箱漏水。详见故障报单：5488658 1239# 122302 MP1 7门黄色指示灯破裂。详见故障报单：5488662 1239# 122291 TC1 二位端右侧三眼射灯坏。详见故障报单：5488673 1239# 122291 TC1 4门上方日光灯不亮。详见故障报单：5488676 1239# 122341 TC2 司机室高速合按钮损坏。详见故障报单：5488679 暂不领用辅料包,N,N,,,,
5467058,12A03均衡修9,结束,12A03-12074,12A03-12074,RS-12-10,维修四部（12#）检修六班,计划修工单,2022-09-27-12.00.00,2022-09-27-19.00.00,540,14,,,,,,,, 工作令号：金均-2022-9-74,12074# 均9修按规定完成各项作业，列车上试车线正常，动调完成。 暂未领用辅料包,N,N,,,,
