工单号,工作要点说明,工单状态,设备编码,车型-列车号,工作班组编码,工作班组名称,工单类型,故障时间,完工时间,修理时间(分钟),计划工时,故障信息来源,系统功能,子项功能,底层功能,故障描述,故障影响,纠正措施,故障情况,处理情况,车辆原因,扣修,扣修天数,晚点分钟,中途晚点分钟,晚点有责
5455237,18A01均衡修4,结束,18A01-18015,18A01-18015,RSSIE,西门子车辆部18#,计划修工单,2022-09-14-09.00.00,2022-09-14-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-24 18A01均衡修4,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由供应商提供） 2022年9月14日18015车列车性能测试欠修，未安排试车线 2022年9月17日按规程完成列车性能测试,N,N,,,,
5455796,18A01均衡修7,结束,18A01-18023,18A01-18023,RSSIE,西门子车辆部18#,计划修工单,2022-09-15-09.00.00,2022-09-15-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-25 18A01均衡修7,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由供应商提供）,N,N,,,,
5459816,18A01均衡修1,结束,18A01-18041,18A01-18041,RSSIE,西门子车辆部18#,计划修工单,2022-09-16-09.00.00,2022-09-16-16.30.00,480,152,,,,,,,,工作令号：航均-2022-9-26 18A01均衡修1,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车空压机加油（备件由西门子提供）,N,N,,,,
5459820,18A01均衡修1,结束,18A01-18016,18A01-18016,RSSIE,西门子车辆部18#,计划修工单,2022-09-16-09.00.00,2022-09-16-17.00.00,480,112,,,,,,,,工作令号：航均-2022-9-27 18A01均衡修1,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车空压机油（备件由西门子提供）,N,N,,,,
5464089,18A01均衡修4,结束,18A01-18034,18A01-18034,RSSIE,西门子车辆部18#,计划修工单,2022-09-17-09.00.00,2022-09-17-17.00.00,480,120,,,,,,,,工作令号：航均-2022-9-28 18A01均衡修4,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 2022年9月17日，18034车列车动态性能测试欠修，未安排试车线 2022年9月18日，18034车按规程完成列车动态性能测试,N,N,,,,
5464104,18A01均衡修9,结束,18A01-18050,18A01-18050,RSSIE,西门子车辆部18#,计划修工单,2022-09-17-09.00.00,2022-09-17-17.00.00,480,120,,,,,,,,工作令号：航均-2022-9-29 18A01均衡修9,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供）,N,N,,,,
5464388,18A01均衡修11,结束,18A01-18020,18A01-18020,RSSIE,西门子车辆部18#,计划修工单,2022-09-18-09.00.00,2022-09-18-17.00.00,480,120,,,,,,,,工作令号：航均-2022-9-30 18A01均衡修11,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程完成全车蓄电池加液（备件由西门子提供）,N,N,,,,
5464393,18A01均衡修12,结束,18A01-18012,18A01-18012,RSSIE,西门子车辆部18#,计划修工单,2022-09-18-09.00.00,2022-09-18-17.00.00,480,120,,,,,,,,工作令号：航均-2022-9-31 18A01均衡修12,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车空压机滤芯（备件由西门子提供）,N,N,,,,
5466452,18A01均衡修4,结束,18A01-18019,18A01-18019,RSSIE,西门子车辆部18#,计划修工单,2022-09-19-09.00.00,2022-09-19-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-32 18A01均衡修4,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 2022年9月19日，18019车列车性能测试欠修，未安排试车线 2022年9月21日，18019车按规程完成列车性能测试,N,N,,,,
5466466,18A01均衡修3,结束,18A01-18033,18A01-18033,RSSIE,西门子车辆部18#,计划修工单,2022-09-19-09.00.00,2022-09-19-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-33 18A01均衡修3,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供）,N,N,,,,
5466759,18A01均衡修1,结束,18A01-18043,18A01-18043,RSSIE,西门子车辆部18#,计划修工单,2022-09-20-09.00.00,2022-09-20-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-34 18A01均衡修1,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车空压机换油（备件由西门子提供）,N,N,,,,
5468112,18A01均衡修1,结束,18A01-18046,18A01-18046,RSSIE,西门子车辆部18#,计划修工单,2022-09-21-09.00.00,2022-09-21-17.00.00,480,120,,,,,,,,工作令号：航均-2022-9-35 18A01均衡修1,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车空压机油（备件由西门子提供）,N,N,,,,
5468116,18A01均衡修1,结束,18A01-18047,18A01-18047,RSSIE,西门子车辆部18#,计划修工单,2022-09-21-09.00.00,2022-09-19-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-36 18A01均衡修1,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车空压机换油（备件由西门子提供）,N,N,,,,
5468396,18A01均衡修10,结束,18A01-18022,18A01-18022,RSSIE,西门子车辆部18#,计划修工单,2022-09-22-09.00.00,2022-09-22-17.00.00,480,120,,,,,,,,工作令号：航均-2022-9-37 18A01均衡修10,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 2022年9月22日，18022车列车动态性能测试，功能性测试欠修，未安排试车线 2022年9月30日，18022车按规程完成列车性能测试，功能性测试,N,N,,,,
5468402,18A01均衡修7,结束,18A01-18026,18A01-18026,RSSIE,西门子车辆部18#,计划修工单,2022-09-22-09.00.00,2022-09-22-17.00.00,480,120,,,,,,,,工作令号：航均-2022-9-38 18A01均衡修7,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供）,N,N,,,,
5470181,18A01均衡修1,结束,18A01-18010,18A01-18010,RSSIE,西门子车辆部18#,计划修工单,2022-09-23-09.00.00,2022-09-23-17.00.00,480,112,,,,,,,,工作令号：航均-2022-9-39 18A01均衡修1,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车空压机油（备件由西门子提供）,N,N,,,,
5475483,18A01均衡修6,结束,18A01-18027,18A01-18027,RSSIE,西门子车辆部18#,计划修工单,2022-09-24-09.00.00,2022-09-24-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-40 18A01均衡修6,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供）,N,N,,,,
5475488,18A01均衡修2,结束,18A01-18039,18A01-18039,RSSIE,西门子车辆部18#,计划修工单,2022-09-24-09.00.00,2022-09-24-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-41 18A01均衡修2,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车齿轮箱换油（备件由西门子提供）,N,N,,,,
5475682,18A01均衡修4,结束,18A01-18003,18A01-18003,RSSIE,西门子车辆部18#,计划修工单,2022-09-25-09.00.00,2022-09-25-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-42 18A01均衡修4,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程全车加轮缘润滑装置油（备件由西门子提供） 2022年9月25日18003车列车性能测试欠修，未安排试车线 2022年10月1日18003车按规程完成列车性能测试,N,N,,,,
5476764,18A01均衡修1,结束,18A01-18006,18A01-18006,RSSIE,西门子车辆部18#,计划修工单,2022-09-26-09.00.00,2022-09-26-17.00.00,480,112,,,,,,,,工作令号：航均-2022-9-43 18A01均衡修1,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车空压机油（备件由西门子提供）,N,N,,,,
5476786,18A01均衡修3,结束,18A01-18035,18A01-18035,RSSIE,西门子车辆部18#,计划修工单,2022-09-26-09.00.00,2022-09-26-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-44 18A01均衡修3,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供）,N,N,,,,
5477236,18A01均衡修7,结束,18A01-18024,18A01-18024,RSSIE,西门子车辆部18#,计划修工单,2022-09-27-09.00.00,2022-09-27-17.00.00,480,112,,,,,,,,工作令号：航均-2022-9-45 18A01均衡修7,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供）,N,N,,,,
5477238,18A01均衡修2,结束,18A01-18042,18A01-18042,RSSIE,西门子车辆部18#,计划修工单,2022-09-27-09.00.00,2022-09-27-17.00.00,480,112,,,,,,,,工作令号：航均-2022-9-46 18A01均衡修2,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车齿轮箱油（备件由西门子提供）,N,N,,,,
5477504,18A01均衡修11,结束,18A01-18004,18A01-18004,RSSIE,西门子车辆部18#,计划修工单,2022-09-28-09.00.00,2022-09-28-17.00.00,480,112,,,,,,,,工作令号：航均-2022-9-47 18A01均衡修11,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程完成全车蓄电池加液（备件由西门子提供）,N,N,,,,
5478584,18A01均衡修11,结束,18A01-18007,18A01-18007,RSSIE,西门子车辆部18#,计划修工单,2022-09-29-09.00.00,2022-09-29-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-48 18A01均衡修11,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车蓄电池加液（备件由西门子提供）,N,N,,,,
5478598,18A01均衡修5,结束,18A01-18025,18A01-18025,RSSIE,西门子车辆部18#,计划修工单,2022-09-29-09.00.00,2022-09-29-17.00.00,480,144,,,,,,,,工作令号：航均-2022-9-49 18A01均衡修5,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供）,N,N,,,,
5478822,18A01均衡修12,结束,18A01-18049,18A01-18049,RSSIE,西门子车辆部18#,计划修工单,2022-09-30-09.00.00,2022-09-30-16.30.00,480,144,,,,,,,,工作令号：航均-2022-9-50 18A01均衡修12,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车空压机滤芯（备件由西门子提供）,N,N,,,,
5491894,18A01均衡修2,结束,18A01-18001,18A01-18001,RSSIE,西门子车辆部18#,计划修工单,2022-10-01-08.30.00,2022-10-01-18.30.00,600,100,,,,,,,,工作令号：航均-2022-10-1 18A01均衡修2,按规程完成均衡修 按规程更换全车空调混合风滤网(备件由西门子提供) 按规程给全车牵引电机加油（备件由西门子提供） 按规程更换全车齿轮箱油（备件由西门子提供）,N,N,,,,
5491896,18A01均衡修2,结束,18A01-18002,18A01-18002,RSSIE,西门子车辆部18#,计划修工单,2022-10-01-09.00.00,2022-10-01-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-2 18A01均衡修2,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车齿轮箱油（备件由西门子提供） 按规程给全车牵引电机加油（备件由西门子提供）,N,N,,,,
5492938,18A01均衡修5,结束,18A01-18032,18A01-18032,RSSIE,西门子车辆部18#,计划修工单,2022-10-02-09.00.00,2022-10-02-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-3 18A01均衡修5,按规程完成均衡修 按规程更换全车空调混合风滤网(备件由西门子提供) 按规程给全车牵引电机加油（备件由西门子提供）,N,N,,,,
5492945,18A01均衡修12,结束,18A01-18044,18A01-18044,RSSIE,西门子车辆部18#,计划修工单,2022-10-02-09.00.00,2022-10-02-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-4 18A01均衡修12,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车空压机滤芯（备件由西门子提供） 按规程给全车牵引电机加油（备件由西门子提供）,N,N,,,,
5493544,18A01均衡修2,结束,18A01-18014,18A01-18014,RSSIE,西门子车辆部18#,计划修工单,2022-10-03-09.00.00,2022-10-03-17.00.00,480,88,,,,,,,,工作令号：航均-2022-10-5 18A01均衡修2,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车齿轮箱油（备件由西门子提供） 按规程完成全车牵引电机加油（备件由西门子提供）,N,N,,,,
5493957,18A01均衡修2,结束,18A01-18009,18A01-18009,RSSIE,西门子车辆部18#,计划修工单,2022-10-04-09.00.00,2022-10-04-17.00.00,480,88,,,,,,,,工作令号：航均-2022-10-6 18A01均衡修2,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程更换全车齿轮箱油（备件由西门子提供） 按规程完成全车牵引电机加油（备件由西门子提供）,N,N,,,,
5493964,18A01均衡修4,结束,18A01-18045,18A01-18045,RSSIE,西门子车辆部18#,计划修工单,2022-10-04-09.00.00,2022-10-04-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-7 18A01均衡修4,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车牵引电机加油（备件由西门子提供） 2022年10月5日18045车列车性能测试欠修，未安排试车线 2022年10月6日18045车按规程完成列车性能测试,N,N,,,,
5494122,18A01均衡修5,结束,18A01-18029,18A01-18029,RSSIE,西门子车辆部18#,计划修工单,2022-10-05-09.00.00,2022-10-05-17.00.00,480,88,,,,,,,,工作令号：航均-2022-10-8 18A01均衡修5,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程完成全车牵引电机加油（备件由西门子提供）,N,N,,,,
5494125,18A01均衡修4,结束,18A01-18037,18A01-18037,RSSIE,西门子车辆部18#,计划修工单,2022-10-05-09.00.00,2022-10-06-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-9 18A01均衡修4,按规程完成均衡性 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车牵引电机加油（备件由西门子提供） 2022年10月6日18037车列车性能测试欠修，未安排试车线 2022年10月7日18037车按规程完成列车性能测试,N,N,,,,
5494229,18A01均衡修12,结束,18A01-18005,18A01-18005,RSSIE,西门子车辆部18#,计划修工单,2022-10-06-09.00.00,2022-10-06-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-10 18A01均衡修12,按规程完成均衡修 按规程更换全车空调混合风滤网(备件由西门子提供) 按规程给全车牵引电机加油（备件由西门子提供） 按规程更换全车空压机滤芯(备件由西门子提供),N,N,,,,
5494325,18A01均衡修3,结束,18A01-18038,18A01-18038,RSSIE,西门子车辆部18#,计划修工单,2022-10-06-09.00.00,2022-10-07-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-11 18A01均衡修3,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车牵引电机加油（备件由西门子提供）,N,N,,,,
5494440,18A01均衡修7,结束,18A01-18028,18A01-18028,RSSIE,西门子车辆部18#,计划修工单,2022-10-07-09.00.00,2022-10-07-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-12 18A01均衡修7,按规程完成均衡修 按规程更换全车空调混合风滤网(备件由西门子提供) 按规程给全车牵引电机加油（备件由西门子提供）,N,N,,,,
5494441,18A01均衡修5,结束,18A01-18030,18A01-18030,RSSIE,西门子车辆部18#,计划修工单,2022-10-08-09.00.00,2022-10-08-17.00.00,480,88,,,,,,,,工作令号：航均-2022-10-13 18A01均衡修5,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程完成全车牵引电机加油（备件由西门子提供）,N,N,,,,
5498977,18A01均衡修3,结束,18A01-18040,18A01-18040,RSSIE,西门子车辆部18#,计划修工单,2022-10-09-09.00.00,2022-10-09-17.00.00,480,88,,,,,,,,工作令号：航均-2022-10-14 18A01均衡修3,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程完成全车牵引电机加油（备件由西门子提供）,N,N,,,,
5499690,18A01均衡修11,结束,18A01-18021,18A01-18021,RSSIE,西门子车辆部18#,计划修工单,2022-10-10-09.00.00,2022-10-10-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-15 18A01均衡修11,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车牵引电机加油（备件由西门子提供）,N,N,,,,
5499701,18A01均衡修5,结束,18A01-18031,18A01-18031,RSSIE,西门子车辆部18#,计划修工单,2022-10-10-09.00.00,2022-10-10-17.00.00,480,88,,,,,,,,工作令号：航均-2022-10-16 18A01均衡修5,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程完成全车牵引电机加油（备件由西门子提供）,N,N,,,,
5499825,18A01均衡修5,结束,18A01-18011,18A01-18011,RSSIE,西门子车辆部18#,计划修工单,2022-10-11-09.00.00,2022-10-11-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-17 18A01均衡修5,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程给全车牵引电机加油（备件由西门子提供）,N,N,,,,
5501092,18A01均衡修5,结束,18A01-18013,18A01-18013,RSSIE,西门子车辆部18#,计划修工单,2022-10-11-09.00.00,2022-10-11-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-18 18A01均衡修5,按规程完成均衡修 按规程更换全车空调混合风滤网(备件由西门子提供) 按规程给全车牵引电机加油（备件由西门子提供）,N,N,,,,
5501096,18A01均衡修4,结束,18A01-18036,18A01-18036,RSSIE,西门子车辆部18#,计划修工单,2022-10-12-09.00.00,2022-10-12-17.00.00,480,80,,,,,,,,工作令号：航均-2022-10-19 18A01均衡修4,按规程完成均衡修 按规程更换全车空调混合风滤网(备件由西门子提供) 按规程给全车牵引电机加油（备件由西门子提供） 2022年10月12日，18036车列车性能测试欠修，未安排试车线 2022年10月14日，18036车按规程完成列车性能测试,N,N,,,,
5503209,18A01均衡修5,结束,18A01-18018,18A01-18018,RSSIE,西门子车辆部18#,计划修工单,2022-10-13-09.00.00,2022-10-13-17.00.00,480,88,,,,,,,,工作令号：航均-2022-10-20 18A01均衡修5,按规程完成均衡修 按规程更换全车空调混合风滤网（备件由西门子提供） 按规程完成全车牵引电机加油（备件由西门子提供）,N,N,,,,
5503223,18A01均衡修2,结束,18A01-18048,18A01-18048,RSSIE,西门子车辆部18#,计划修工单,2022-10-13-09.00.00,2022-10-14-20.00.00,480,80,,,,,,,,工作令号：航均-2022-10-21 18A01均衡修2,按规程完成均衡修 按规程更换全车空调混合风滤网(备件由西门子提供) 按规程给全车牵引电机加油（备件由西门子提供） 按规程更换全车齿轮箱油（备件由西门子提供）,N,N,,,,
